Entrez	Symbol	AMO_D_discoideum	AMO_E_histolytica	AMO_P_pallidum	EXC_G_intestinalis	EXC_L_major	EXC_N_gruberi	EXC_T_brucei	EXC_T_vaginalis	OPI_B_dendrobatidis	OPI_B_floridae	OPI_C_albicans	OPI_C_elegans	OPI_C_neoformans	OPI_C_owczarzaki	OPI_D_melanogaster	OPI_D_rerio	OPI_E_cuniculi	OPI_G_gallus	OPI_H_sapiens	OPI_M_brevicollis	OPI_M_domestica	OPI_M_musculus	OPI_N_ceranae	OPI_N_crassa	OPI_N_vectensis	OPI_O_anatinus	OPI_R_norvegicus	OPI_S_cerevisiae	OPI_S_pombe	OPI_S_rosetta	OPI_T_adhaerens	OPI_T_hominis	OPI_U_maydis	OPI_X_tropicalis	PLA_A_thaliana	PLA_C_reinhardtii	PLA_M_pusilla	PLA_O_sativa	PLA_O_tauri	PLA_P_patens	PLA_V_carteri	SAR_B_bovis	SAR_B_hominis	SAR_C_parvum	SAR_E_siliculosus	SAR_P_falciparum	SAR_P_infestans	SAR_P_sojae	SAR_P_tetraurelia	SAR_P_tricornutum	SAR_T_gondii	SAR_T_parva	SAR_T_pseudonana	SAR_T_thermophila
1185	Matryoshka_17719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1186	Matryoshka_17725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0
1187	Matryoshka_17736	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1188	Matryoshka_17742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1189	Matryoshka_17737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1190	Matryoshka_17747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1191	Matryoshka_17760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1192	Matryoshka_17768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	2	0	0	0	0	1	0	0	1	0
1193	Matryoshka_1777	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	2	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1194	Matryoshka_1778	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	2	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1
1195	Matryoshka_17783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
1196	Matryoshka_17799	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
1197	Matryoshka_1780	1	0	1	0	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	3	2	1	2	1	3	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	0	2	1	1	1	0	1	1	1	1	1
1198	Matryoshka_17789	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1199	Matryoshka_1781	1	1	1	2	0	1	0	1	0	1	2	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	2	1	1	0	0	1	1	2	0	1	0	1	0	0	1	1	1	0	2	2	1	0	0	0	0	1
1200	Matryoshka_1782	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	3	1	0	0	1	1	0	1	3	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1201	Matryoshka_17830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
1202	Matryoshka_1784	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
1203	Matryoshka_1786	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	3	1	0	1	1	1	0	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1
1204	Matryoshka_1787	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	2	2	1	1	2	0	0	3	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1205	Matryoshka_17894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
1206	Matryoshka_17896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
1207	Matryoshka_17908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
1208	Matryoshka_1791	1	0	2	0	1	1	1	0	1	1	1	1	1	1	1	2	0	1	2	1	2	2	0	1	1	3	2	2	1	1	1	3	1	2	1	2	2	1	2	1	2	0	1	0	1	1	1	2	1	1	1	0	1	0
1209	Matryoshka_17920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
1210	Matryoshka_17928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1211	Matryoshka_1792	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	3	0	0	3	1
1212	Matryoshka_17931	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
1213	Matryoshka_17944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
1214	Matryoshka_17945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
1215	Matryoshka_17957	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1216	Matryoshka_17948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0
1217	Matryoshka_17971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
1218	Matryoshka_17972	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1219	Matryoshka_17961	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1220	Matryoshka_17990	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0
1221	Matryoshka_17974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1222	Matryoshka_17987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	2	0	0
1223	Matryoshka_18002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
1224	Matryoshka_17991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0
1225	Matryoshka_1801	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	3	1	1	1	1	1	1	0	1	1	1	0	1	1	1	2	0	0	1	0	1	0	1	1	1	1	0	0	1	1
1226	Matryoshka_17997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0
1227	Matryoshka_18047	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1228	Matryoshka_18066	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1229	Matryoshka_1807	1	0	1	0	0	0	0	0	1	1	1	1	2	1	1	1	0	1	1	0	1	1	0	1	1	1	1	2	1	1	1	0	2	1	1	1	1	1	2	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1
1230	Matryoshka_1802	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	2	0	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1
1231	Matryoshka_18076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1232	Matryoshka_1809	2	0	2	0	2	2	1	0	1	1	0	0	2	0	2	2	0	3	1	2	1	1	0	2	2	2	1	0	0	1	2	0	1	2	1	3	3	1	1	2	1	0	1	0	2	0	2	2	0	1	0	1	1	1
1233	Matryoshka_1815	1	1	1	0	1	1	1	0	3	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1
1234	Matryoshka_1808	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	2	1	2	2	1	1	3	0	0	0	0	0	1	1	2	1	0	0	1	1
1235	Matryoshka_1812	1	1	1	0	1	1	3	2	1	1	1	1	1	1	1	1	0	1	1	3	1	1	0	1	1	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
1236	Matryoshka_1816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
1237	Matryoshka_18151	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1238	Matryoshka_1818	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	3	1
1239	Matryoshka_1824	1	2	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0
1240	Matryoshka_1825	0	0	0	0	2	1	1	0	1	1	1	1	1	1	2	2	0	2	2	2	2	2	0	1	2	2	2	0	1	2	1	0	1	2	1	2	2	1	2	1	2	0	1	0	2	0	1	1	0	1	0	0	3	0
1241	Matryoshka_1828	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	3	1
1242	Matryoshka_1830	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1
1243	Matryoshka_1829	2	1	2	0	2	2	1	1	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	2	2	2	2	2	1	0	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2
1244	Matryoshka_18306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0
1245	Matryoshka_18315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1246	Matryoshka_1832	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	0	2	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1
1247	Matryoshka_18322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1248	Matryoshka_1833	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1	3	1	1	1	1	3	0	1	1	1	1	1	1	2	3	1	0	3	1
1249	Matryoshka_18335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1250	Matryoshka_1834	2	0	2	0	2	2	2	0	2	2	1	2	2	2	1	2	0	1	2	0	0	2	0	2	3	1	2	2	2	2	1	0	2	2	2	2	1	2	3	2	2	1	0	0	2	2	2	2	2	2	2	2	2	2
1251	Matryoshka_18343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1252	Matryoshka_18350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1253	Matryoshka_18351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
1254	Matryoshka_18353	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1255	Matryoshka_18357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	1	0	1
1256	Matryoshka_1836	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	3	0	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1
1257	Matryoshka_1837	1	0	2	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	3	0	1	1	1	1	0	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1
1258	Matryoshka_18360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	2	0	0	0	0	1	0	0	0	0	1	0	0	2	0
1259	Matryoshka_18376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1260	Matryoshka_18372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	2	2	0	0	0	0	0	0
1261	Matryoshka_1839	2	0	2	0	0	2	0	1	2	1	2	0	2	2	0	2	0	0	1	2	1	1	0	1	1	1	1	0	0	1	1	0	2	2	2	1	2	2	1	1	1	0	0	0	1	0	2	2	1	1	0	0	1	2
1262	Matryoshka_1840	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	2	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0
1263	Matryoshka_18396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	2	0	0	2	2	0	0
1264	Matryoshka_18405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1265	Matryoshka_18411	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
1266	Matryoshka_18412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0
1267	Matryoshka_1842	1	1	1	1	1	1	2	1	1	2	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1
1268	Matryoshka_18429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	2	1	0	0
1269	Matryoshka_1843	1	2	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1270	Matryoshka_18430	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0
1271	Matryoshka_18439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	2	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1272	Matryoshka_1844	2	0	2	0	0	2	0	0	1	2	0	2	2	2	2	2	0	2	2	2	2	2	0	0	3	3	2	0	0	2	1	1	1	2	1	2	2	1	2	2	1	0	0	0	2	0	0	0	2	2	0	0	1	2
1273	Matryoshka_18440	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1274	Matryoshka_18450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	1	0	1
1275	Matryoshka_18452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	1	0	0
1276	Matryoshka_18454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0
1277	Matryoshka_1846	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1278	Matryoshka_18464	1	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
1279	Matryoshka_1847	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	2	0	2	2	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2
1280	Matryoshka_1848	1	0	1	0	0	1	0	0	1	1	2	1	2	2	1	1	0	1	1	0	1	1	0	0	1	1	1	2	1	0	1	0	2	1	2	2	0	2	0	1	2	0	1	0	1	1	0	0	1	1	0	0	1	1
1281	Matryoshka_18492	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1
1282	Matryoshka_1851	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	3	1	0	3	1
1283	Matryoshka_1852	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	3	1	1	0	0	1	3	0	0	1	0	1	0	0	0	0	2	0	0	1	1	0	1	1	1	0	1	0	0	1
1284	Matryoshka_18519	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1285	Matryoshka_18513	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1286	Matryoshka_1853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	2	1	1	1	0	0	3	1
1287	Matryoshka_1855	1	0	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	0	1	3	1	1	1	1	1	1	1	0	1	1	1	1	2	0	1	1	1	2	2	2	1	2	2	2	3	2	1	3	2
1288	Matryoshka_1854	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	2	2	0	1	1	3	2	1	1	1	1	0	1	3	1	0	0	1	0	0	0	1	1	3	1	1	1	1	1	1	1	1	1	1
1289	Matryoshka_1856	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0	3	1	1	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2
1290	Matryoshka_1861	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1291	Matryoshka_1860	1	1	1	0	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	0	1	1	1	1	3	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	3	1	1	3	1
1292	Matryoshka_1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
1293	Matryoshka_18683	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1294	Matryoshka_18679	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
